internalFacilitiesCount,hospitals_10km,pharmacies_10km,facilityDiversity_10km,facilityDensity_10km,cluster,qualityTier
1.2421115586424658,1.213888626908938,1.1256520820397422,1.1399903116637802,1.1934442413911421,1,Premium
-0.23074799706006277,-0.24916194606385073,-0.10861555177576468,-0.03606136459342568,-0.173290906785624,0,Standard
-1.0745737841813032,-1.025022098397905,-1.0806013134054762,-1.1729245062622504,-1.0839129180183624,2,Basic
